[0]
387.5;525.0

[1]
12.5;12.5
37.5;12.5
62.5;12.5
87.5;12.5
112.5;12.5
137.5;12.5
162.5;12.5
187.5;12.5
212.5;12.5
237.5;12.5
262.5;12.5
287.5;12.5
312.5;12.5
337.5;12.5
362.5;12.5
387.5;12.5
412.5;12.5
437.5;12.5
462.5;12.5
487.5;12.5
512.5;12.5
537.5;12.5
562.5;12.5
587.5;12.5
612.5;12.5
637.5;12.5
662.5;12.5
687.5;12.5
712.5;12.5
737.5;12.5
762.5;12.5

12.5;37.5
387.5;37.5
762.5;37.5

12.5;62.5
387.5;62.5
762.5;62.5

12.5;87.5
87.5;87.5
87.5;87.5
112.5;87.5
137.5;87.5
162.5;87.5
187.5;87.5
262.5;87.5
287.5;87.5
312.5;87.5
387.5;87.5
462.5;87.5
487.5;87.5
512.5;87.5
587.5;87.5
612.5;87.5
637.5;87.5
662.5;87.5
687.5;87.5
762.5;87.5

12.5;112.5
87.5;112.5
87.5;112.5
112.5;112.5
137.5;112.5
162.5;112.5
187.5;112.5
262.5;112.5
287.5;112.5
312.5;112.5
387.5;112.5
462.5;112.5
487.5;112.5
512.5;112.5
587.5;112.5
612.5;112.5
637.5;112.5
662.5;112.5
687.5;112.5
762.5;112.5

12.5;137.5
87.5;137.5
87.5;137.5
112.5;137.5
137.5;137.5
162.5;137.5
187.5;137.5
262.5;137.5
287.5;137.5
312.5;137.5
387.5;137.5
462.5;137.5
487.5;137.5
512.5;137.5
587.5;137.5
612.5;137.5
637.5;137.5
662.5;137.5
687.5;137.5
762.5;137.5

12.5;162.5
762.5;162.5

12.5;187.5
762.5;187.5

12.5;212.5
162.5;212.5
187.5;212.5
262.5;212.5
287.5;212.5
312.5;212.5
337.5;212.5
437.5;212.5
462.5;212.5
487.5;212.5
512.5;212.5
587.5;212.5
612.5;212.5
762.5;212.5

12.5;237.5
162.5;237.5
187.5;237.5
262.5;237.5
287.5;237.5
312.5;237.5
337.5;237.5
437.5;237.5
462.5;237.5
487.5;237.5
512.5;237.5
587.5;237.5
612.5;237.5
762.5;237.5

12.5;262.5
37.5;262.5
62.5;262.5
162.5;262.5
187.5;262.5
587.5;262.5
612.5;262.5
712.5;262.5
737.5;262.5
762.5;262.5

12.5;287.5
37.5;287.5
62.5;287.5
162.5;287.5
187.5;287.5
587.5;287.5
612.5;287.5
712.5;287.5
737.5;287.5
762.5;287.5

12.5;312.5
37.5;312.5
62.5;312.5
162.5;312.5
187.5;312.5
262.5;312.5
287.5;312.5
312.5;312.5
337.5;312.5
437.5;312.5
462.5;312.5
487.5;312.5
512.5;312.5
587.5;312.5
612.5;312.5
712.5;312.5
737.5;312.5
762.5;312.5

12.5;337.5
37.5;337.5
62.5;337.5
262.5;337.5
512.5;337.5
712.5;337.5
737.5;337.5
762.5;337.5

12.5;362.5
37.5;362.5
62.5;362.5
262.5;362.5
512.5;362.5
712.5;362.5
737.5;362.5
762.5;362.5

12.5;387.5
37.5;387.5
62.5;387.5
162.5;387.5
187.5;387.5
262.5;387.5
512.5;387.5
587.5;387.5
612.5;387.5
712.5;387.5
737.5;387.5
762.5;387.5

12.5;412.5
37.5;412.5
62.5;412.5
162.5;412.5
187.5;412.5
262.5;412.5
287.5;412.5
312.5;412.5
337.5;412.5
362.5;412.5
387.5;412.5
412.5;412.5
437.5;412.5
462.5;412.5
487.5;412.5
512.5;412.5
587.5;412.5
612.5;412.5
712.5;412.5
737.5;412.5
762.5;412.5

12.5;437.5
37.5;437.5
62.5;437.5
162.5;437.5
187.5;437.5
587.5;437.5
612.5;437.5
712.5;437.5
737.5;437.5
762.5;437.5

12.5;462.5
37.5;462.5
62.5;462.5
162.5;462.5
187.5;462.5
587.5;462.5
612.5;462.5
712.5;462.5
737.5;462.5
762.5;462.5

12.5;487.5
162.5;487.5
187.5;487.5
262.5;487.5
287.5;487.5
312.5;487.5
337.5;487.5
362.5;487.5
387.5;487.5
412.5;487.5
437.5;487.5
462.5;487.5
487.5;487.5
512.5;487.5
587.5;487.5
612.5;487.5
762.5;487.5

12.5;512.5
162.5;512.5
187.5;512.5
587.5;512.5
612.5;512.5
762.5;512.5

12.5;537.5
87.5;537.5
162.5;537.5
187.5;537.5
587.5;537.5
612.5;537.5
687.5;537.5
762.5;537.5

12.5;562.5
87.5;562.5
312.5;562.5
337.5;562.5
362.5;562.5
387.5;562.5
412.5;562.5
437.5;562.5
462.5;562.5
687.5;562.5
762.5;562.5

12.5;587.5
87.5;587.5
312.5;587.5
337.5;587.5
362.5;587.5
387.5;587.5
412.5;587.5
437.5;587.5
462.5;587.5
687.5;587.5
762.5;587.5

12.5;612.5
212.5;612.5
237.5;612.5
387.5;612.5
537.5;612.5
562.5;612.5
762.5;612.5

12.5;637.5
212.5;637.5
237.5;637.5
387.5;637.5
537.5;637.5
562.5;637.5
762.5;637.5

12.5;662.5
87.5;662.5
112.5;662.5
137.5;662.5
162.5;662.5
187.5;662.5
212.5;662.5
237.5;662.5
262.5;662.5
287.5;662.5
312.5;662.5
387.5;662.5
462.5;662.5
487.5;662.5
512.5;662.5
537.5;662.5
562.5;662.5
587.5;662.5
612.5;662.5
637.5;662.5
662.5;662.5
687.5;662.5
762.5;662.5

12.5;687.5
87.5;687.5
112.5;687.5
137.5;687.5
162.5;687.5
187.5;687.5
212.5;687.5
237.5;687.5
262.5;687.5
287.5;687.5
312.5;687.5
387.5;687.5
462.5;687.5
487.5;687.5
512.5;687.5
537.5;687.5
562.5;687.5
587.5;687.5
612.5;687.5
637.5;687.5
662.5;687.5
687.5;687.5
762.5;687.5

12.5;712.5
762.5;712.5

12.5;737.5
762.5;737.5

12.5;762.5
37.5;762.5
62.5;762.5
87.5;762.5
112.5;762.5
137.5;762.5
162.5;762.5
187.5;762.5
212.5;762.5
237.5;762.5
262.5;762.5
287.5;762.5
312.5;762.5
337.5;762.5
362.5;762.5
387.5;762.5
412.5;762.5
437.5;762.5
462.5;762.5
487.5;762.5
512.5;762.5
537.5;762.5
562.5;762.5
587.5;762.5
612.5;762.5
637.5;762.5
662.5;762.5
687.5;762.5
712.5;762.5
737.5;762.5
762.5;762.5

[2]
50.0;50.0
75.0;50.0
100.0;50.0
125.0;50.0
150.0;50.0
175.0;50.0
200.0;50.0
225.0;50.0
250.0;50.0
275.0;50.0
300.0;50.0
325.0;50.0
350.0;50.0
425.0;50.0
450.0;50.0
475.0;50.0
500.0;50.0
525.0;50.0
550.0;50.0
575.0;50.0
600.0;50.0
625.0;50.0
650.0;50.0
675.0;50.0
700.0;50.0
725.0;50.0

50.0;75.0
225.0;75.0
350.0;75.0
425.0;75.0
550.0;75.0
725.0;75.0

50.0;100.0
225.0;100.0
350.0;100.0
425.0;100.0
550.0;100.0
725.0;100.0

50.0;125.0
225.0;125.0
350.0;125.0
